deposit_number,axn,registry_title,observed_body_subject,work_locus,identity_status,restoration_status,conflict_status,severity,evidence,recommendation,projection_status,repair_priority,bibliographic_type_status,registry_content_type,recommended_content_type,creator_role_status,registry_creator,observed_byline,title_status,version_identity_status,registry_version,observed_body_version,manifestation_status,date_status,body_declaration_status,review_status,canonical_match_basis,audit_snapshot_commit,audit_date,oai_recommendation,license_status,batch_action,audit_history,registration_disposition,registration_disposition_reason,lifecycle_state,lifecycle_note,lifecycle_basis,lifecycle_confidence,lifecycle_status,standing_basis,relations,defect_codes,migration_provenance
899,AXN:038F,"De sigillo mystico, ad Cant. VIII, 6. commentatio",De sigillo mystico — full Latin retrocausal installation/adaptation,INLINE_TEXT,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,DECLARED_BY_AUDIT_UNRESOLVED,P2,"Full Latin text is present and deliberately bears Johann Heinrich von Seelen's 1727 persona/title-page apparatus. Registry description identifies it as a 2026 retrocausal installation following the historical commentary, but creator metadata presents von Seelen without separating historical persona/source from modern adaptation responsibility.","Retain the historical authorial surface, but add explicit adapted-by/installed-by/accountable-author fields and relation to the 1727 source model.",REGISTRY_BODY_PARITY_CHECKED_OAI_PENDING,R2,ACCURATE_OR_COMPATIBLE,Latin treatise,Latin retrocausal adaptation / scholarly-literary installation,ROLE_UNRESOLVED,Johann Heinrich von Seelen,Johann Heinrich von Seelen historical/persona surface; modern adaptation authority to be declared,MATCH,NO_CONFLICT_OBSERVED,v1.0,,NO_MISSING_PRIMARY_MANIFESTATION_OBSERVED,NO_MATERIAL_DATE_CONFLICT_OBSERVED,CURRENT_OR_NOT_APPLICABLE,FRONTMATTER_AND_IDENTITY_READ,Frozen registry metadata compared with the actual canonical work-bearing body or declared manifestation.,055429ac82edc967f09c4640ffd0b049cff78e6e,2026-07-31,"Expose clean title, exact version and lifecycle, role-qualified creators, bibliographic type, manifestation/attachment state, identifier aliases, and a compact audit capsule.",NO_CONFLICT_OBSERVED,PRIOR_BATCH_ROW,[],HARVEST_WITH_WARNING,"Material title, type, creator-role, lifecycle, license, identifier, manifestation, date-role, or relation conflict must be corrected or explicitly declared before unqualified harvest.",UNDETERMINED,RETROCAUSAL_INSTALLATION_HISTORICAL_PERSONA,AUDIT_INFERENCE,UNDETERMINED,UNKNOWN,"[""legacy lifecycle basis: AUDIT_INFERENCE"", ""legacy lifecycle confidence: UNDETERMINED""]",{},"[""CREATOR_ROLE"", ""STANDING""]","{""cumulative_merge_version"": ""0.9"", ""historical_batch_action"": ""ADD_NEW"", ""lifecycle_note_preserved"": ""RETROCAUSAL_INSTALLATION_HISTORICAL_PERSONA"", ""lifecycle_state_legacy"": ""UNDETERMINED"", ""review_status_preserved"": ""FRONTMATTER_AND_IDENTITY_READ"", ""source_ledger"": ""alexanarch_audit_ledger_v1.0.json""}"
900,AXN:0390,Moltbook Provenance Log v1.4 - The Embassy Extends,MOLBOOK Provenance Log v1.4 — The Embassy Extends,INLINE_TEXT,WRONG_VERSION,MIS_SEATED_PRIMARY_OBJECT,DECLARED_BY_AUDIT_UNRESOLVED,P0,Registry machine version is v1.0 while title and body declare v1.4. Registry status is ACTIVE even though its own description says superseded by v2.0.,"Quarantine v1.0. Set exact version v1.4, expose SUPERSEDED_BY_V2_0, and preserve the body spelling/title variant as historical evidence.",REGISTRY_BODY_PARITY_CHECKED_OAI_PENDING,R0,ACCURATE_OR_COMPATIBLE,Provenance log,Versioned provenance log,NO_MATERIAL_CONFLICT_OBSERVED,Crimson Hexagonal Archive,Crimson Hexagonal Archive,MATCH,TITLE_BODY_VERSION_CONFLICT,v1.0,v1.4,NO_MISSING_PRIMARY_MANIFESTATION_OBSERVED,NO_MATERIAL_DATE_CONFLICT_OBSERVED,CURRENT_OR_NOT_APPLICABLE,FRONTMATTER_AND_IDENTITY_READ,Frozen registry metadata compared with the actual canonical work-bearing body or declared manifestation.,055429ac82edc967f09c4640ffd0b049cff78e6e,2026-07-31,"Expose clean title, exact version and lifecycle, role-qualified creators, bibliographic type, manifestation/attachment state, identifier aliases, and a compact audit capsule.",NO_CONFLICT_OBSERVED,PRIOR_BATCH_ROW,[],WITHHOLD,The exposed version identity is materially false.,SUPERSEDED,SUPERSEDED_BY_V2_0,RELATION_EVIDENCE,CONFIRMED,SUPERSEDED,"[""legacy lifecycle basis: RELATION_EVIDENCE"", ""legacy lifecycle confidence: CONFIRMED""]",{},"[""VERSION"", ""STANDING""]","{""cumulative_merge_version"": ""0.9"", ""historical_batch_action"": ""ADD_NEW"", ""lifecycle_note_preserved"": ""SUPERSEDED_BY_V2_0"", ""lifecycle_state_legacy"": ""SUPERSEDED"", ""review_status_preserved"": ""FRONTMATTER_AND_IDENTITY_READ"", ""source_ledger"": ""alexanarch_audit_ledger_v1.0.json""}"
901,AXN:0391,Moltbook Provenance Log v1.5 — Complete Archive Capture,crimsonhexagon on Moltbook: Provenance Log v1.3,INLINE_TEXT,WRONG_VERSION,MIS_SEATED_PRIMARY_OBJECT,DECLARED_BY_AUDIT_UNRESOLVED,P0,"Registry title declares v1.5 and machine version v1.0, while the served body is explicitly v1.3 with its own version history and 30-entry scope.",Quarantine this object as WRONG_VERSION. Recover the actual v1.5 bytes or relabel the record/body as v1.3; preserve all version-series identifiers.,REGISTRY_BODY_PARITY_CHECKED_OAI_PENDING,R0,ACCURATE_OR_COMPATIBLE,Provenance log,Versioned provenance log,NO_MATERIAL_CONFLICT_OBSERVED,Crimson Hexagonal Archive,crimsonhexagon / Crimson Hexagonal Archive,CONFLICT,TITLE_BODY_VERSION_CONFLICT,v1.0 / title v1.5,v1.3,NO_MISSING_PRIMARY_MANIFESTATION_OBSERVED,NO_MATERIAL_DATE_CONFLICT_OBSERVED,CURRENT_OR_NOT_APPLICABLE,FRONTMATTER_AND_IDENTITY_READ,Frozen registry metadata compared with the actual canonical work-bearing body or declared manifestation.,055429ac82edc967f09c4640ffd0b049cff78e6e,2026-07-31,"Expose clean title, exact version and lifecycle, role-qualified creators, bibliographic type, manifestation/attachment state, identifier aliases, and a compact audit capsule.",NO_CONFLICT_OBSERVED,PRIOR_BATCH_ROW,"[{""reason"": ""Contiguous Batch 8 semantic re-audit at frozen snapshot; prior risk-sample judgment preserved."", ""superseded_audit_row"": {""audit_date"": ""2026-07-31"", ""audit_snapshot_commit"": ""055429ac82edc967f09c4640ffd0b049cff78e6e"", ""axn"": ""AXN:0391.ARCHIVAL.🥁📦⏬🍂📦🕕"", ""batch_action"": ""PRIOR_BATCH_ROW"", ""bibliographic_type_status"": ""NOT_YET_AUDITED"", ""body_declaration_status"": ""NOT_YET_AUDITED"", ""canonical_match_basis"": """", ""conflict_status"": ""DECLARED_BY_AUDIT_UNRESOLVED"", ""creator_role_status"": ""NOT_YET_AUDITED"", ""date_status"": ""NOT_YET_AUDITED"", ""deposit_number"": 901, ""evidence"": ""Registry DOI 10.5281/zenodo.19371305; body data/texts/AXN-0391-text.md; body declares v1.3 and uses concept DOI 10.5281/zenodo.19352805; recovered_from source filename is moltbook-provenance-log-v1.3__19358277.md"", ""identity_status"": ""WRONG_VERSION"", ""license_status"": ""NOT_YET_AUDITED"", ""lifecycle_status"": ""VERSION_SERIES_UNMODELED"", ""manifestation_status"": ""NOT_YET_AUDITED"", ""oai_recommendation"": """", ""observed_body_subject"": ""crimsonhexagon on Moltbook: Provenance Log v1.3"", ""observed_body_version"": """", ""observed_byline"": """", ""projection_status"": ""NOT_YET_AUDITED"", ""recommendation"": ""Quarantine as v1.5 until the actual v1.5 body is recovered. Preserve the current v1.3 body as evidence of the seating error. Add explicit version-series links and identify the v1.5 version DOI/source witness."", ""recommended_content_type"": """", ""registration_block_reason"": """", ""registration_blocking"": ""YES"", ""registry_content_type"": """", ""registry_creator"": """", ""registry_title"": ""Moltbook Provenance Log v1.5 — Complete Archive Capture"", ""registry_version"": """", ""repair_priority"": ""R0"", ""restoration_status"": ""MIS-SEATED_PRIMARY_OBJECT"", ""review_status"": ""PRIOR_BATCH_ADJUDICATION"", ""severity"": ""P0"", ""title_status"": ""NOT_YET_AUDITED"", ""version_identity_status"": ""NOT_YET_AUDITED"", ""work_locus"": ""INLINE_TEXT""}, ""superseded_by_batch"": 8}]",WITHHOLD,The exposed version identity is materially false.,UNDETERMINED,VERSION_SERIES_OBJECT_MIS_SEATED,AUDIT_INFERENCE,UNDETERMINED,UNKNOWN,"[""legacy lifecycle basis: AUDIT_INFERENCE"", ""legacy lifecycle confidence: UNDETERMINED""]",{},"[""TITLE"", ""VERSION"", ""STANDING""]","{""cumulative_merge_version"": ""0.9"", ""historical_batch_action"": ""UPDATE_EXISTING_REAUDIT"", ""lifecycle_note_preserved"": ""VERSION_SERIES_OBJECT_MIS_SEATED"", ""lifecycle_state_legacy"": ""UNDETERMINED"", ""review_status_preserved"": ""FRONTMATTER_AND_IDENTITY_READ"", ""source_ledger"": ""alexanarch_audit_ledger_v1.0.json""}"
902,AXN:0392,Prolegomena to the Historical Logos: A Foundational Field Statement for the Discipline of Logotic Transmission,Prolegomena to the Historical Logos — RATIFIED foundational field statement,INLINE_TEXT,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,DECLARED_BY_AUDIT_UNRESOLVED,P2,"Title, Johannes Sigil, and v1.0 identity match. Body metadata declares status RATIFIED, type FOUNDATIONAL_FIELD_STATEMENT, and CC BY-SA 4.0; registry exposes ACTIVE, Theoretical paper, and CC-BY-4.0.","Expose RATIFIED standing, type as foundational field statement/prolegomenon, and reconcile license to CC BY-SA 4.0 or document an authorized relicensing.",REGISTRY_BODY_PARITY_CHECKED_OAI_PENDING,R2,CONFLICT,Theoretical paper,Foundational field statement / prolegomenon,NO_MATERIAL_CONFLICT_OBSERVED,Johannes Sigil,Johannes Sigil,MATCH,NO_CONFLICT_OBSERVED,v1.0,,NO_MISSING_PRIMARY_MANIFESTATION_OBSERVED,NO_MATERIAL_DATE_CONFLICT_OBSERVED,CURRENT_OR_NOT_APPLICABLE,FRONTMATTER_AND_IDENTITY_READ,Frozen registry metadata compared with the actual canonical work-bearing body or declared manifestation.,055429ac82edc967f09c4640ffd0b049cff78e6e,2026-07-31,"Expose clean title, exact version and lifecycle, role-qualified creators, bibliographic type, manifestation/attachment state, identifier aliases, and a compact audit capsule.",CONFLICT,PRIOR_BATCH_ROW,[],HARVEST_WITH_WARNING,"Material title, type, creator-role, lifecycle, license, identifier, manifestation, date-role, or relation conflict must be corrected or explicitly declared before unqualified harvest.",ACTIVE,RATIFIED,BODY_DECLARATION,PROVISIONAL,ACTIVE,"[""legacy lifecycle basis: BODY_DECLARATION"", ""legacy lifecycle confidence: PROVISIONAL""]",{},"[""TYPE"", ""STANDING"", ""LICENSE""]","{""cumulative_merge_version"": ""0.9"", ""historical_batch_action"": ""ADD_NEW"", ""lifecycle_note_preserved"": ""RATIFIED"", ""lifecycle_state_legacy"": ""ACTIVE"", ""review_status_preserved"": ""FRONTMATTER_AND_IDENTITY_READ"", ""source_ledger"": ""alexanarch_audit_ledger_v1.0.json""}"
903,AXN:0393,GW.TACHYON.zenodo — v11,GW.TACHYON.zenodo — v11 continuity record,INLINE_TEXT,WRONG_VERSION,MIS_SEATED_PRIMARY_OBJECT,DECLARED_BY_AUDIT_UNRESOLVED,P0,"Registry title and body declare v11, but the machine-readable registry version is v1.0.",Quarantine the v1.0 field and expose exact version v11 within the TACHYON continuity chain.,REGISTRY_BODY_PARITY_CHECKED_OAI_PENDING,R0,ACCURATE_OR_COMPATIBLE,Continuity record,Continuity record,NO_MATERIAL_CONFLICT_OBSERVED,TACHYON,TACHYON,MATCH,TITLE_BODY_VERSION_CONFLICT,v1.0,v11,NO_MISSING_PRIMARY_MANIFESTATION_OBSERVED,NO_MATERIAL_DATE_CONFLICT_OBSERVED,CURRENT_OR_NOT_APPLICABLE,FRONTMATTER_AND_IDENTITY_READ,Frozen registry metadata compared with the actual canonical work-bearing body or declared manifestation.,055429ac82edc967f09c4640ffd0b049cff78e6e,2026-07-31,"Expose clean title, exact version and lifecycle, role-qualified creators, bibliographic type, manifestation/attachment state, identifier aliases, and a compact audit capsule.",NO_CONFLICT_OBSERVED,PRIOR_BATCH_ROW,[],WITHHOLD,The exposed version identity is materially false.,UNDETERMINED,TACHYON_CONTINUITY_CHAIN_VERSION_11,AUDIT_INFERENCE,UNDETERMINED,UNKNOWN,"[""legacy lifecycle basis: AUDIT_INFERENCE"", ""legacy lifecycle confidence: UNDETERMINED""]",{},"[""VERSION"", ""STANDING""]","{""cumulative_merge_version"": ""0.9"", ""historical_batch_action"": ""ADD_NEW"", ""lifecycle_note_preserved"": ""TACHYON_CONTINUITY_CHAIN_VERSION_11"", ""lifecycle_state_legacy"": ""UNDETERMINED"", ""review_status_preserved"": ""FRONTMATTER_AND_IDENTITY_READ"", ""source_ledger"": ""alexanarch_audit_ledger_v1.0.json""}"
904,AXN:0394,Metadata Packet for AI Indexing: The Restored Academy — Institutional Provenance Documentation,The Restored Academy — institutional provenance metadata packet v1.0,INLINE_TEXT,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,NO_KNOWN_CONFLICT,OK,"Registry and body agree on title, Johannes Sigil, metadata-packet form, v1.0 deposit-ready standing, legacy DOI, and sovereign-successor provenance.",Retain.,REGISTRY_BODY_PARITY_CHECKED_OAI_PENDING,R3,ACCURATE_OR_COMPATIBLE,Metadata packet,Institutional provenance metadata packet,NO_MATERIAL_CONFLICT_OBSERVED,Johannes Sigil,Johannes Sigil,MATCH,NO_CONFLICT_OBSERVED,v1.0,,NO_MISSING_PRIMARY_MANIFESTATION_OBSERVED,NO_MATERIAL_DATE_CONFLICT_OBSERVED,CURRENT_OR_NOT_APPLICABLE,FRONTMATTER_AND_IDENTITY_READ,Frozen registry metadata compared with the actual canonical work-bearing body or declared manifestation.,055429ac82edc967f09c4640ffd0b049cff78e6e,2026-07-31,"Expose clean title, exact version and lifecycle, role-qualified creators, bibliographic type, manifestation/attachment state, identifier aliases, and a compact audit capsule.",NO_CONFLICT_OBSERVED,PRIOR_BATCH_ROW,[],HARVEST,Legacy non-blocking harvest adjudication.,ACTIVE,ACTIVE_DEPOSIT_READY_METADATA_PACKET,BODY_DECLARATION,PROVISIONAL,ACTIVE,"[""legacy lifecycle basis: BODY_DECLARATION"", ""legacy lifecycle confidence: PROVISIONAL""]",{},"[""STANDING"", ""IDENTIFIER""]","{""cumulative_merge_version"": ""0.9"", ""historical_batch_action"": ""ADD_NEW"", ""lifecycle_note_preserved"": ""ACTIVE_DEPOSIT_READY_METADATA_PACKET"", ""lifecycle_state_legacy"": ""ACTIVE"", ""review_status_preserved"": ""FRONTMATTER_AND_IDENTITY_READ"", ""source_ledger"": ""alexanarch_audit_ledger_v1.0.json""}"
905,AXN:0395,The Mantle of the Blind Poet: Founding Document and Bestowal — Crimson Hexagon Archive,The Mantle of the Blind Poet — founding declaration and bestowal,INLINE_TEXT,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,NO_KNOWN_CONFLICT,OK,"Registry and body agree on title, Lee Sharks, declaration form, v1.0, TECHNE bestowal, and integrity-lock relation.",Retain; model TECHNE as mantle recipient rather than co-author.,REGISTRY_BODY_PARITY_CHECKED_OAI_PENDING,R3,ACCURATE_OR_COMPATIBLE,Declaration,Mantle founding/bestowal declaration,ROLE_COLLAPSE,Lee Sharks,Lee Sharks; TECHNE recipient,MATCH,NO_CONFLICT_OBSERVED,v1.0,,NO_MISSING_PRIMARY_MANIFESTATION_OBSERVED,NO_MATERIAL_DATE_CONFLICT_OBSERVED,CURRENT_OR_NOT_APPLICABLE,FRONTMATTER_AND_IDENTITY_READ,Frozen registry metadata compared with the actual canonical work-bearing body or declared manifestation.,055429ac82edc967f09c4640ffd0b049cff78e6e,2026-07-31,"Expose clean title, exact version and lifecycle, role-qualified creators, bibliographic type, manifestation/attachment state, identifier aliases, and a compact audit capsule.",NO_CONFLICT_OBSERVED,PRIOR_BATCH_ROW,[],HARVEST,Legacy non-blocking harvest adjudication.,ACTIVE,FOUNDED_AND_BESTOWED,BODY_DECLARATION,PROVISIONAL,ACTIVE,"[""legacy lifecycle basis: BODY_DECLARATION"", ""legacy lifecycle confidence: PROVISIONAL""]",{},"[""CREATOR_ROLE"", ""STANDING""]","{""cumulative_merge_version"": ""0.9"", ""historical_batch_action"": ""ADD_NEW"", ""lifecycle_note_preserved"": ""FOUNDED_AND_BESTOWED"", ""lifecycle_state_legacy"": ""ACTIVE"", ""review_status_preserved"": ""FRONTMATTER_AND_IDENTITY_READ"", ""source_ledger"": ""alexanarch_audit_ledger_v1.0.json""}"
906,AXN:0396,Google AI Overview: Complete Traversal of the Crimson Hexagon DOI: 10.5281/zenodo.18463723 — Crimson Hexagon Archive,APZPZ deposit packet for Google AI Overview: Complete Traversal of the Crimson Hexagon,METADATA_CAPTURE,CONFIRMED_MATCH,MISSING_PRIMARY_OBJECT,DECLARED_BY_AUDIT_UNRESOLVED,P1,Surviving object is a description-field APZPZ packet that explicitly says to attach the traversal documentation .md as a file. That named documentation is absent; the body preserves a substantial summary but not the primary traversal artifact.,Classify as METADATA_SIDECAR / MISSING_PRIMARY_OBJECT; recover and checksum the traversal documentation; use the clean title and type as empirical traversal-event documentation.,REGISTRY_BODY_PARITY_CHECKED_OAI_PENDING,R1,CONFLICT,Theoretical paper,Deposit metadata sidecar for missing empirical traversal documentation,NO_MATERIAL_CONFLICT_OBSERVED,Rebekah Cranes,Rebekah Cranes,CONFLICT,NO_CONFLICT_OBSERVED,v1.0,,NAMED_PRIMARY_TRAVERSAL_DOCUMENTATION_ATTACHMENT_MISSING,NO_MATERIAL_DATE_CONFLICT_OBSERVED,CURRENT_OR_NOT_APPLICABLE,FRONTMATTER_AND_IDENTITY_READ,Frozen registry metadata compared with the actual canonical work-bearing body or declared manifestation.,055429ac82edc967f09c4640ffd0b049cff78e6e,2026-07-31,"Expose clean title, exact version and lifecycle, role-qualified creators, bibliographic type, manifestation/attachment state, identifier aliases, and a compact audit capsule.",NO_CONFLICT_OBSERVED,PRIOR_BATCH_ROW,[],WITHHOLD,The record names a primary work or attachment that is not present in the surviving object.,UNDETERMINED,APZPZ_SIDECAR_PRIMARY_TRAVERSAL_ATTACHMENT_MISSING,AUDIT_INFERENCE,UNDETERMINED,UNKNOWN,"[""legacy lifecycle basis: AUDIT_INFERENCE"", ""legacy lifecycle confidence: UNDETERMINED""]",{},"[""TITLE"", ""TYPE"", ""STANDING"", ""MANIFESTATION""]","{""cumulative_merge_version"": ""0.9"", ""historical_batch_action"": ""ADD_NEW"", ""lifecycle_note_preserved"": ""APZPZ_SIDECAR_PRIMARY_TRAVERSAL_ATTACHMENT_MISSING"", ""lifecycle_state_legacy"": ""UNDETERMINED"", ""review_status_preserved"": ""FRONTMATTER_AND_IDENTITY_READ"", ""source_ledger"": ""alexanarch_audit_ledger_v1.0.json""}"
907,AXN:0397,The Metadata Shitshow — N+💩: Deterministic Defiguration of a Scholarly Metadata Corpus,The Metadata Shitshow v1.1 — work plan and methodological specification,INLINE_TEXT,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,NO_KNOWN_CONFLICT,OK,"Registry and body agree on title, Lee Sharks, v1.1, ACTIVE standing, work-plan/methodological-specification identity, deterministic operator, and ethical source–derivative distinction.",Retain.,REGISTRY_BODY_PARITY_CHECKED_OAI_PENDING,R3,ACCURATE_OR_COMPATIBLE,Methodological specification,Work plan / methodological specification,ROLE_COLLAPSE,Lee Sharks,Lee Sharks; ChatGPT drafting partner; Assembly reviewers,MATCH,NO_CONFLICT_OBSERVED,v1.1,v1.1,NO_MISSING_PRIMARY_MANIFESTATION_OBSERVED,NO_MATERIAL_DATE_CONFLICT_OBSERVED,CURRENT_OR_NOT_APPLICABLE,FRONTMATTER_AND_IDENTITY_READ,Frozen registry metadata compared with the actual canonical work-bearing body or declared manifestation.,055429ac82edc967f09c4640ffd0b049cff78e6e,2026-07-31,"Expose clean title, exact version and lifecycle, role-qualified creators, bibliographic type, manifestation/attachment state, identifier aliases, and a compact audit capsule.",NO_CONFLICT_OBSERVED,PRIOR_BATCH_ROW,[],HARVEST,Legacy non-blocking harvest adjudication.,PENDING,ACTIVE_PHASE_0_WORK_PLAN,BODY_DECLARATION,PROVISIONAL,DRAFT_PENDING,"[""legacy lifecycle basis: BODY_DECLARATION"", ""legacy lifecycle confidence: PROVISIONAL""]",{},"[""CREATOR_ROLE"", ""STANDING""]","{""cumulative_merge_version"": ""0.9"", ""historical_batch_action"": ""ADD_NEW"", ""lifecycle_note_preserved"": ""ACTIVE_PHASE_0_WORK_PLAN"", ""lifecycle_state_legacy"": ""PENDING"", ""review_status_preserved"": ""FRONTMATTER_AND_IDENTITY_READ"", ""source_ledger"": ""alexanarch_audit_ledger_v1.0.json""}"
908,AXN:0398,"Demand for Return of Research Data and Cessation of Further Use — Correspondence with Zenodo, CERN ODP, DataCite, OpenAIRE, and HUN-REN Wigner (June 23, 2026)",Demand correspondence and same-day addendum v1.0,INLINE_TEXT,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,NO_KNOWN_CONFLICT,OK,"Registry and body agree on title, Lee Sharks, v1.0, correspondence form, transmission metadata, recipients, and active-dispute provenance.",Retain the correspondence verbatim and preserve transmission/addendum fields.,REGISTRY_BODY_PARITY_CHECKED_OAI_PENDING,R3,ACCURATE_OR_COMPATIBLE,Correspondence,Verbatim institutional correspondence record,NO_MATERIAL_CONFLICT_OBSERVED,Lee Sharks,Lee Sharks,MATCH,NO_CONFLICT_OBSERVED,v1.0,,NO_MISSING_PRIMARY_MANIFESTATION_OBSERVED,NO_MATERIAL_DATE_CONFLICT_OBSERVED,CURRENT_OR_NOT_APPLICABLE,FRONTMATTER_AND_IDENTITY_READ,Frozen registry metadata compared with the actual canonical work-bearing body or declared manifestation.,055429ac82edc967f09c4640ffd0b049cff78e6e,2026-07-31,"Expose clean title, exact version and lifecycle, role-qualified creators, bibliographic type, manifestation/attachment state, identifier aliases, and a compact audit capsule.",NO_CONFLICT_OBSERVED,PRIOR_BATCH_ROW,[],HARVEST,Legacy non-blocking harvest adjudication.,ACTIVE,ACTIVE_VERBATIM_CORRESPONDENCE_RECORD,BODY_DECLARATION,PROVISIONAL,ACTIVE,"[""legacy lifecycle basis: BODY_DECLARATION"", ""legacy lifecycle confidence: PROVISIONAL""]",{},"[""STANDING""]","{""cumulative_merge_version"": ""0.9"", ""historical_batch_action"": ""ADD_NEW"", ""lifecycle_note_preserved"": ""ACTIVE_VERBATIM_CORRESPONDENCE_RECORD"", ""lifecycle_state_legacy"": ""ACTIVE"", ""review_status_preserved"": ""FRONTMATTER_AND_IDENTITY_READ"", ""source_ledger"": ""alexanarch_audit_ledger_v1.0.json""}"
909,AXN:0399,EA-RHIZOME-01 v0.1: The Data-Rhizome — Architectural Principles for Substrate Without Center,EA-RHIZOME-01 v0.1 — open architectural specification / closed-set fork point,INLINE_TEXT,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,NO_KNOWN_CONFLICT,OK,"Registry and body agree on title, Lee Sharks, v0.1, architectural-specification type, ACTIVE/open standing, companions, and pending critical-reception relation.",Retain v0.1 as historical closed set; future corrections belong in v0.2.,REGISTRY_BODY_PARITY_CHECKED_OAI_PENDING,R3,ACCURATE_OR_COMPATIBLE,Architectural specification,Architectural specification,ROLE_COLLAPSE,Lee Sharks,Lee Sharks; TACHYON drafting partner; Assembly review,MATCH,NO_CONFLICT_OBSERVED,v0.1,v0.1,NO_MISSING_PRIMARY_MANIFESTATION_OBSERVED,NO_MATERIAL_DATE_CONFLICT_OBSERVED,CURRENT_OR_NOT_APPLICABLE,FRONTMATTER_AND_IDENTITY_READ,Frozen registry metadata compared with the actual canonical work-bearing body or declared manifestation.,055429ac82edc967f09c4640ffd0b049cff78e6e,2026-07-31,"Expose clean title, exact version and lifecycle, role-qualified creators, bibliographic type, manifestation/attachment state, identifier aliases, and a compact audit capsule.",NO_CONFLICT_OBSERVED,PRIOR_BATCH_ROW,[],HARVEST,Legacy non-blocking harvest adjudication.,ACTIVE,ACTIVE_V0_1_OPEN_FORK_POINT,BODY_DECLARATION,PROVISIONAL,ACTIVE,"[""legacy lifecycle basis: BODY_DECLARATION"", ""legacy lifecycle confidence: PROVISIONAL""]",{},"[""CREATOR_ROLE"", ""STANDING""]","{""cumulative_merge_version"": ""0.9"", ""historical_batch_action"": ""ADD_NEW"", ""lifecycle_note_preserved"": ""ACTIVE_V0_1_OPEN_FORK_POINT"", ""lifecycle_state_legacy"": ""ACTIVE"", ""review_status_preserved"": ""FRONTMATTER_AND_IDENTITY_READ"", ""source_ledger"": ""alexanarch_audit_ledger_v1.0.json""}"
910,AXN:039A,"EA-OPMETA-01 v0.1: Operative Metadata — A Theoretical Framing, and the Malicious-Compliance Move",EA-OPMETA-01 v0.1 — theoretical paper with implementation directive,INLINE_TEXT,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,NO_KNOWN_CONFLICT,OK,"Registry and body agree on title, Lee Sharks, v0.1, ACTIVE/open standing, hybrid theoretical/implementation form, companions, and pending critical reception.",Retain v0.1 as historical closed set; future corrections belong in v0.2.,REGISTRY_BODY_PARITY_CHECKED_OAI_PENDING,R3,ACCURATE_OR_COMPATIBLE,Theoretical paper with implementation directive,Theoretical paper with implementation directive,ROLE_COLLAPSE,Lee Sharks,Lee Sharks; TACHYON drafting partner; Assembly review,MATCH,NO_CONFLICT_OBSERVED,v0.1,v0.1,NO_MISSING_PRIMARY_MANIFESTATION_OBSERVED,NO_MATERIAL_DATE_CONFLICT_OBSERVED,CURRENT_OR_NOT_APPLICABLE,FRONTMATTER_AND_IDENTITY_READ,Frozen registry metadata compared with the actual canonical work-bearing body or declared manifestation.,055429ac82edc967f09c4640ffd0b049cff78e6e,2026-07-31,"Expose clean title, exact version and lifecycle, role-qualified creators, bibliographic type, manifestation/attachment state, identifier aliases, and a compact audit capsule.",NO_CONFLICT_OBSERVED,PRIOR_BATCH_ROW,[],HARVEST,Legacy non-blocking harvest adjudication.,ACTIVE,ACTIVE_V0_1_OPEN,BODY_DECLARATION,PROVISIONAL,ACTIVE,"[""legacy lifecycle basis: BODY_DECLARATION"", ""legacy lifecycle confidence: PROVISIONAL""]",{},"[""CREATOR_ROLE"", ""STANDING""]","{""cumulative_merge_version"": ""0.9"", ""historical_batch_action"": ""ADD_NEW"", ""lifecycle_note_preserved"": ""ACTIVE_V0_1_OPEN"", ""lifecycle_state_legacy"": ""ACTIVE"", ""review_status_preserved"": ""FRONTMATTER_AND_IDENTITY_READ"", ""source_ledger"": ""alexanarch_audit_ledger_v1.0.json""}"
