deposit_number,axn,registry_title,observed_body_subject,severity,registration_disposition,identity_status,restoration_status,conflict_status,lifecycle_status,defect_codes,registry_creator,observed_byline,registry_version,observed_body_version,manifestation_status,evidence,recommendation,batch_action,review_status
574,AXN:0196,Three Thresholds,Three Thresholds,OK,HARVEST,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,NO_KNOWN_CONFLICT,UNKNOWN,[],,,,,NO_MISSING_PRIMARY_MANIFESTATION_OBSERVED,"Frozen registry chunk 7 at 055429ac82edc967f09c4640ffd0b049cff78e6e; canonical body data/texts/AXN-0196-text.md; title, byline, object declaration, genre/version front matter, and substantive opening inspected",No identity or restoration defect found in this first semantic pass. Retain and proceed to projection-parity and source/manifestation checks.,PRIOR_BATCH_ROW,FRONTMATTER_AND_IDENTITY_READ
575,AXN:0197,Propagation by Choice,Propagation by Choice,OK,HARVEST,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,NO_KNOWN_CONFLICT,UNKNOWN,[],,,,,NO_MISSING_PRIMARY_MANIFESTATION_OBSERVED,"Frozen registry chunk 7 at 055429ac82edc967f09c4640ffd0b049cff78e6e; canonical body data/texts/AXN-0197-text.md; title, byline, object declaration, genre/version front matter, and substantive opening inspected",No identity or restoration defect found in this first semantic pass. Retain and proceed to projection-parity and source/manifestation checks.,PRIOR_BATCH_ROW,FRONTMATTER_AND_IDENTITY_READ
576,AXN:0198,r.23 The Catullus Room: The Missing Aorist,r.23 The Catullus Room: The Missing Aorist,OK,HARVEST,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,NO_KNOWN_CONFLICT,UNKNOWN,[],,,,,NO_MISSING_PRIMARY_MANIFESTATION_OBSERVED,"Frozen registry chunk 7 at 055429ac82edc967f09c4640ffd0b049cff78e6e; canonical body data/texts/AXN-0198-text.md; title, byline, object declaration, genre/version front matter, and substantive opening inspected",No identity or restoration defect found in this first semantic pass. Retain and proceed to projection-parity and source/manifestation checks.,PRIOR_BATCH_ROW,FRONTMATTER_AND_IDENTITY_READ
577,AXN:0199,r.06 The Marx Room: Built from Linen,r.06 The Marx Room: Built from Linen,OK,HARVEST,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,NO_KNOWN_CONFLICT,UNKNOWN,[],,,,,NO_MISSING_PRIMARY_MANIFESTATION_OBSERVED,"Frozen registry chunk 7 at 055429ac82edc967f09c4640ffd0b049cff78e6e; canonical body data/texts/AXN-0199-text.md; title, byline, object declaration, genre/version front matter, and substantive opening inspected",No identity or restoration defect found in this first semantic pass. Retain and proceed to projection-parity and source/manifestation checks.,PRIOR_BATCH_ROW,FRONTMATTER_AND_IDENTITY_READ
578,AXN:019B,Crimson Hexagon: Central Navigation Map v7.0,Crimson Hexagon: Central Navigation Map v7.0,P2,HARVEST_WITH_WARNING,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,DECLARED_BY_AUDIT_UNRESOLVED,UNKNOWN,[],TACHYON (Claude/Anthropic),Lee Sharks / Rex Fraction / Rebekah Cranes / The Assembly,,,NO_MISSING_PRIMARY_MANIFESTATION_OBSERVED,"Frozen registry chunk 7 at 055429ac82edc967f09c4640ffd0b049cff78e6e; canonical body data/texts/AXN-019B-text.md; title, byline, object declaration, genre/version front matter, and substantive opening inspected","Model creator, heteronymic author, editor/operator, and machine/Assembly contributor as separate roles; do not flatten the body byline into one creator string.",PRIOR_BATCH_ROW,FRONTMATTER_AND_IDENTITY_READ
579,AXN:019D,The Three Compressions,The Three Compressions,OK,HARVEST,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,NO_KNOWN_CONFLICT,UNKNOWN,[],,,,,NO_MISSING_PRIMARY_MANIFESTATION_OBSERVED,"Frozen registry chunk 7 at 055429ac82edc967f09c4640ffd0b049cff78e6e; canonical body data/texts/AXN-019D-text.md; title, byline, object declaration, genre/version front matter, and substantive opening inspected",No identity or restoration defect found in this first semantic pass. Retain and proceed to projection-parity and source/manifestation checks.,PRIOR_BATCH_ROW,FRONTMATTER_AND_IDENTITY_READ
580,AXN:019E,Prompt-Native Semantic Runtimes for Language Models,Prompt-Native Semantic Runtimes for Language Models,P2,HARVEST_WITH_WARNING,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,DECLARED_BY_AUDIT_UNRESOLVED,UNKNOWN,[],,,,,NO_MISSING_PRIMARY_MANIFESTATION_OBSERVED,"Frozen registry chunk 7 at 055429ac82edc967f09c4640ffd0b049cff78e6e; canonical body data/texts/AXN-019E-text.md; title, byline, object declaration, genre/version front matter, and substantive opening inspected",Replace or qualify content_type: `Creative work (poetry)` → `Technical research paper`; retain the former value in the modification history.,PRIOR_BATCH_ROW,FRONTMATTER_AND_IDENTITY_READ
581,AXN:01A2,The Meaning Layer Is Now Writable,The Meaning Layer Is Now Writable,OK,HARVEST,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,NO_KNOWN_CONFLICT,UNKNOWN,[],,,,,NO_MISSING_PRIMARY_MANIFESTATION_OBSERVED,"Frozen registry chunk 7 at 055429ac82edc967f09c4640ffd0b049cff78e6e; canonical body data/texts/AXN-01A2-text.md; title, byline, object declaration, genre/version front matter, and substantive opening inspected",No identity or restoration defect found in this first semantic pass. Retain and proceed to projection-parity and source/manifestation checks.,PRIOR_BATCH_ROW,FRONTMATTER_AND_IDENTITY_READ
582,AXN:01A3,Generative Disciplinary Engine: Construction Sequence for Forensic Philology of the Commons,Generative Disciplinary Engine: Construction Sequence for Forensic Philology of the Commons,OK,HARVEST,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,NO_KNOWN_CONFLICT,UNKNOWN,[],,,,,NO_MISSING_PRIMARY_MANIFESTATION_OBSERVED,"Frozen registry chunk 7 at 055429ac82edc967f09c4640ffd0b049cff78e6e; canonical body data/texts/AXN-01A3-text.md; title, byline, object declaration, genre/version front matter, and substantive opening inspected",No identity or restoration defect found in this first semantic pass. Retain and proceed to projection-parity and source/manifestation checks.,PRIOR_BATCH_ROW,FRONTMATTER_AND_IDENTITY_READ
583,AXN:01A4,The Unbundling of Cultural Sovereignty,The Unbundling of Cultural Sovereignty,OK,HARVEST,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,NO_KNOWN_CONFLICT,UNKNOWN,[],,,,,NO_MISSING_PRIMARY_MANIFESTATION_OBSERVED,"Frozen registry chunk 7 at 055429ac82edc967f09c4640ffd0b049cff78e6e; canonical body data/texts/AXN-01A4-text.md; title, byline, object declaration, genre/version front matter, and substantive opening inspected",No identity or restoration defect found in this first semantic pass. Retain and proceed to projection-parity and source/manifestation checks.,PRIOR_BATCH_ROW,FRONTMATTER_AND_IDENTITY_READ
584,AXN:01A5,Combat Scholasticism: Critical Gathered Edition,Combat Scholasticism: Critical Gathered Edition,P2,HARVEST_WITH_WARNING,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,DECLARED_BY_AUDIT_UNRESOLVED,UNKNOWN,[],TACHYON (Claude/Anthropic),Lee Sharks / Assembly Chorus,,,NO_MISSING_PRIMARY_MANIFESTATION_OBSERVED,"Frozen registry chunk 7 at 055429ac82edc967f09c4640ffd0b049cff78e6e; canonical body data/texts/AXN-01A5-text.md; title, byline, object declaration, genre/version front matter, and substantive opening inspected","Model creator, heteronymic author, editor/operator, and machine/Assembly contributor as separate roles; do not flatten the body byline into one creator string.",PRIOR_BATCH_ROW,FRONTMATTER_AND_IDENTITY_READ
585,AXN:01A7,"Combat Scholasticism, Part Four / Part Five","Combat Scholasticism, Part Four / Part Five",OK,HARVEST,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,NO_KNOWN_CONFLICT,UNKNOWN,[],,,,,NO_MISSING_PRIMARY_MANIFESTATION_OBSERVED,"Frozen registry chunk 7 at 055429ac82edc967f09c4640ffd0b049cff78e6e; canonical body data/texts/AXN-01A7-text.md; title, byline, object declaration, genre/version front matter, and substantive opening inspected",No identity or restoration defect found in this first semantic pass. Retain and proceed to projection-parity and source/manifestation checks.,PRIOR_BATCH_ROW,FRONTMATTER_AND_IDENTITY_READ
586,AXN:01A8,"Combat Scholasticism, Part Three — Lectiones III.4–III.6","Combat Scholasticism, Part Three — Lectiones III.4–III.6",OK,HARVEST,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,NO_KNOWN_CONFLICT,UNKNOWN,[],,,,,NO_MISSING_PRIMARY_MANIFESTATION_OBSERVED,"Frozen registry chunk 7 at 055429ac82edc967f09c4640ffd0b049cff78e6e; canonical body data/texts/AXN-01A8-text.md; title, byline, object declaration, genre/version front matter, and substantive opening inspected",No identity or restoration defect found in this first semantic pass. Retain and proceed to projection-parity and source/manifestation checks.,PRIOR_BATCH_ROW,FRONTMATTER_AND_IDENTITY_READ
587,AXN:01A9,"Combat Scholasticism, Part Three — Lectiones III.1–III.3","Combat Scholasticism, Part Three — Lectiones III.1–III.3",OK,HARVEST,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,NO_KNOWN_CONFLICT,UNKNOWN,[],,,,,NO_MISSING_PRIMARY_MANIFESTATION_OBSERVED,"Frozen registry chunk 7 at 055429ac82edc967f09c4640ffd0b049cff78e6e; canonical body data/texts/AXN-01A9-text.md; title, byline, object declaration, genre/version front matter, and substantive opening inspected",No identity or restoration defect found in this first semantic pass. Retain and proceed to projection-parity and source/manifestation checks.,PRIOR_BATCH_ROW,FRONTMATTER_AND_IDENTITY_READ
588,AXN:01AA,"Combat Scholasticism, Part Two — Lectio II.7","Combat Scholasticism, Part Two — Lectio II.7",P2,HARVEST_WITH_WARNING,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,DECLARED_BY_AUDIT_UNRESOLVED,UNKNOWN,[],TACHYON (Claude/Anthropic),Lee Sharks / Assembly Chorus,,,NO_MISSING_PRIMARY_MANIFESTATION_OBSERVED,"Frozen registry chunk 7 at 055429ac82edc967f09c4640ffd0b049cff78e6e; canonical body data/texts/AXN-01AA-text.md; title, byline, object declaration, genre/version front matter, and substantive opening inspected","Model creator, heteronymic author, editor/operator, and machine/Assembly contributor as separate roles; do not flatten the body byline into one creator string.",PRIOR_BATCH_ROW,FRONTMATTER_AND_IDENTITY_READ
589,AXN:01AB,"Combat Scholasticism, Part Two — Lectiones II.4–II.6","Combat Scholasticism, Part Two — Lectiones II.4–II.6",OK,HARVEST,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,NO_KNOWN_CONFLICT,UNKNOWN,[],,,,,NO_MISSING_PRIMARY_MANIFESTATION_OBSERVED,"Frozen registry chunk 7 at 055429ac82edc967f09c4640ffd0b049cff78e6e; canonical body data/texts/AXN-01AB-text.md; title, byline, object declaration, genre/version front matter, and substantive opening inspected",No identity or restoration defect found in this first semantic pass. Retain and proceed to projection-parity and source/manifestation checks.,PRIOR_BATCH_ROW,FRONTMATTER_AND_IDENTITY_READ
590,AXN:01AC,"Combat Scholasticism, Part Two — Lectiones II.1–II.3","Combat Scholasticism, Part Two — Lectiones II.1–II.3",OK,HARVEST,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,NO_KNOWN_CONFLICT,UNKNOWN,[],,,,,NO_MISSING_PRIMARY_MANIFESTATION_OBSERVED,"Frozen registry chunk 7 at 055429ac82edc967f09c4640ffd0b049cff78e6e; canonical body data/texts/AXN-01AC-text.md; title, byline, object declaration, genre/version front matter, and substantive opening inspected",No identity or restoration defect found in this first semantic pass. Retain and proceed to projection-parity and source/manifestation checks.,PRIOR_BATCH_ROW,FRONTMATTER_AND_IDENTITY_READ
591,AXN:01AD,"Combat Scholasticism, Part One — On the Condition","Combat Scholasticism, Part One — On the Condition",OK,HARVEST,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,NO_KNOWN_CONFLICT,UNKNOWN,[],,,,,NO_MISSING_PRIMARY_MANIFESTATION_OBSERVED,"Frozen registry chunk 7 at 055429ac82edc967f09c4640ffd0b049cff78e6e; canonical body data/texts/AXN-01AD-text.md; title, byline, object declaration, genre/version front matter, and substantive opening inspected",No identity or restoration defect found in this first semantic pass. Retain and proceed to projection-parity and source/manifestation checks.,PRIOR_BATCH_ROW,FRONTMATTER_AND_IDENTITY_READ
592,AXN:01AE,Combat Scholasticism: Prolegomenon and Commentary Outline,Combat Scholasticism: Prolegomenon and Commentary Outline,P2,HARVEST_WITH_WARNING,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,DECLARED_BY_AUDIT_UNRESOLVED,UNKNOWN,[],TACHYON (Claude/Anthropic),Lee Sharks / Assembly Chorus,,,NO_MISSING_PRIMARY_MANIFESTATION_OBSERVED,"Frozen registry chunk 7 at 055429ac82edc967f09c4640ffd0b049cff78e6e; canonical body data/texts/AXN-01AE-text.md; title, byline, object declaration, genre/version front matter, and substantive opening inspected","Replace or qualify content_type: `Dataset` → `Prolegomenon / commentary outline / specification`; retain the former value in the modification history. Model creator, heteronymic author, editor/operator, and machine/Assembly contributor as separate roles; do not flatten the body byline into one creator string.",PRIOR_BATCH_ROW,FRONTMATTER_AND_IDENTITY_READ
593,AXN:01AF,KotKit · tiddeR · elgooG · ude.aimedacA · deeF,KotKit · tiddeR · elgooG · ude.aimedacA · deeF,OK,HARVEST,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,NO_KNOWN_CONFLICT,UNKNOWN,[],,,,,NO_MISSING_PRIMARY_MANIFESTATION_OBSERVED,"Frozen registry chunk 7 at 055429ac82edc967f09c4640ffd0b049cff78e6e; canonical body data/texts/AXN-01AF-text.md; title, byline, object declaration, genre/version front matter, and substantive opening inspected",No identity or restoration defect found in this first semantic pass. Retain and proceed to projection-parity and source/manifestation checks.,PRIOR_BATCH_ROW,FRONTMATTER_AND_IDENTITY_READ
594,AXN:01B1,I'm Taking Over the Internet,I'm Taking Over the Internet,OK,HARVEST,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,NO_KNOWN_CONFLICT,UNKNOWN,[],,,,,NO_MISSING_PRIMARY_MANIFESTATION_OBSERVED,"Frozen registry chunk 7 at 055429ac82edc967f09c4640ffd0b049cff78e6e; canonical body data/texts/AXN-01B1-text.md; title, byline, object declaration, genre/version front matter, and substantive opening inspected",No identity or restoration defect found in this first semantic pass. Retain and proceed to projection-parity and source/manifestation checks.,PRIOR_BATCH_ROW,FRONTMATTER_AND_IDENTITY_READ
595,AXN:01B2,Total Marx Compression,Total Marx Compression,OK,HARVEST,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,NO_KNOWN_CONFLICT,UNKNOWN,[],,,,,NO_MISSING_PRIMARY_MANIFESTATION_OBSERVED,"Frozen registry chunk 7 at 055429ac82edc967f09c4640ffd0b049cff78e6e; canonical body data/texts/AXN-01B2-text.md; title, byline, object declaration, genre/version front matter, and substantive opening inspected",No identity or restoration defect found in this first semantic pass. Retain and proceed to projection-parity and source/manifestation checks.,PRIOR_BATCH_ROW,FRONTMATTER_AND_IDENTITY_READ
596,AXN:01B3,"Don't Be Evil, My Ass: The Cost of Legibility","Don't Be Evil, My Ass: The Cost of Legibility",OK,HARVEST,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,NO_KNOWN_CONFLICT,UNKNOWN,[],,,,,NO_MISSING_PRIMARY_MANIFESTATION_OBSERVED,"Frozen registry chunk 7 at 055429ac82edc967f09c4640ffd0b049cff78e6e; canonical body data/texts/AXN-01B3-text.md; title, byline, object declaration, genre/version front matter, and substantive opening inspected",No identity or restoration defect found in this first semantic pass. Retain and proceed to projection-parity and source/manifestation checks.,PRIOR_BATCH_ROW,FRONTMATTER_AND_IDENTITY_READ
597,AXN:01B5,Invisibly Invisible,Invisibly Invisible,OK,HARVEST,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,NO_KNOWN_CONFLICT,UNKNOWN,[],,,,,NO_MISSING_PRIMARY_MANIFESTATION_OBSERVED,"Frozen registry chunk 7 at 055429ac82edc967f09c4640ffd0b049cff78e6e; canonical body data/texts/AXN-01B5-text.md; title, byline, object declaration, genre/version front matter, and substantive opening inspected",No identity or restoration defect found in this first semantic pass. Retain and proceed to projection-parity and source/manifestation checks.,PRIOR_BATCH_ROW,FRONTMATTER_AND_IDENTITY_READ
598,AXN:01B6,CTI_WOUND:LEESHARKS.OVERVIEW.001,CTI_WOUND:LEESHARKS.OVERVIEW.001,P2,HARVEST_WITH_WARNING,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,DECLARED_BY_AUDIT_UNRESOLVED,UNKNOWN,[],,,,,NO_MISSING_PRIMARY_MANIFESTATION_OBSERVED,"Frozen registry chunk 7 at 055429ac82edc967f09c4640ffd0b049cff78e6e; canonical body data/texts/AXN-01B6-text.md; title, byline, object declaration, genre/version front matter, and substantive opening inspected",Mark the body's 'DOI pending' statement as historical/superseded in current metadata; do not edit the immutable body.,PRIOR_BATCH_ROW,FRONTMATTER_AND_IDENTITY_READ
599,AXN:01B7,"CTI_WOUND:GOOGLE_AIO_TOTAL_LIQUIDATION_20260322 Targeted Origin Liquidation, Semantic Economy Diagnostic of Google as Pr","CTI_WOUND:GOOGLE_AIO_TOTAL_LIQUIDATION_20260322 — Targeted Origin Liquidation, Semantic Economy Diagnostic of Google as Predatory Surface, and Effective Act of Reclassification",P2,HARVEST_WITH_WARNING,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,DECLARED_BY_AUDIT_UNRESOLVED,UNKNOWN,[],Johannes Sigil,Lee Sharks / Rex Fraction / Dr. Orin Trace / Johannes Sigil / Damascus Dancings / Assembly Chorus,v1.0,,NO_MISSING_PRIMARY_MANIFESTATION_OBSERVED,Catalog title terminates mid-word after 'Pr'. Canonical body data/texts/AXN-01B7-text.md supplies the complete subtitle and credits Lee Sharks / Rex Fraction / Dr. Orin Trace / Johannes Sigil / Damascus Dancings / Assembly Chorus; catalog creator is Johannes Sigil alone.,Use the complete body title. Model all named authors/contributors by role. Type as a hybrid empirical/provenance diagnostic and effective act rather than provenance-only.,PRIOR_BATCH_ROW,FRONTMATTER_AND_IDENTITY_READ
600,AXN:01B8,WORK PLAN SUPPLEMENT: THE MUSES AS OPERATORS + THE FORMAL PROSE COMPRESSION,WORK PLAN SUPPLEMENT: THE MUSES AS OPERATORS + THE FORMAL PROSE COMPRESSION,OK,HARVEST,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,NO_KNOWN_CONFLICT,UNKNOWN,[],,,v1.0,,NO_MISSING_PRIMARY_MANIFESTATION_OBSERVED,Catalog and canonical body data/texts/AXN-01B8-text.md agree on the work and subject. The body is an explicit work-plan supplement; no contrary byline/version declaration appears in the inspected text.,Retain. A later enrichment pass may add work-plan/document-status vocabulary without changing identity.,PRIOR_BATCH_ROW,FRONTMATTER_AND_IDENTITY_READ
601,AXN:01B9,THE FOUR-TERM PROSODIC ALGORITHM,THE FOUR-TERM PROSODIC ALGORITHM,P3,HARVEST,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,SUSPECTED,DRAFT_PENDING,[],,,v1.0,,NO_MISSING_PRIMARY_MANIFESTATION_OBSERVED,"Catalog and body title agree. Canonical body data/texts/AXN-01B9-text.md presents a formal four-term algorithm with built, current, and void/to-be-derived components; 'Scholarly essay' is not false but does not expose its algorithmic/working-specification form.","Retain identity and restoration. Enrich type as 'formal algorithm / methodological working specification' and preserve the declared incomplete Term D as intentional architecture, not missing restoration.",PRIOR_BATCH_ROW,FRONTMATTER_AND_IDENTITY_READ
602,AXN:01BA,"THE PROSODIC ASYMMETRY ALGORITHM A Nested Formal Map of Marx's Grundrisse, a Nested Formal Map of Operative Semiotics, a","THE PROSODIC ASYMMETRY ALGORITHM — A Nested Formal Map of Marx's Grundrisse, a Nested Formal Map of Operative Semiotics, and the Transformative Toolkit Between Them",P2,HARVEST_WITH_WARNING,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,DECLARED_BY_AUDIT_UNRESOLVED,UNKNOWN,[],,,v1.0,,NO_MISSING_PRIMARY_MANIFESTATION_OBSERVED,Catalog title truncates after the article 'a'. Canonical body data/texts/AXN-01BA-text.md supplies the complete subtitle and presents a scale-by-scale formal algorithm/toolkit rather than a conventional navigation layer.,Restore the complete title and type as 'formal map / methodological algorithm / specification'; retain 'navigation' only as a secondary functional type if desired.,PRIOR_BATCH_ROW,FRONTMATTER_AND_IDENTITY_READ
603,AXN:01BD,"TL;DR:009 — ENTITY FABRICATION Google AI Mode Fabricates a Person, Promotes a Function to Biography, and Demotes the Aut","TL;DR:009 — ENTITY FABRICATION: Google AI Mode Fabricates a Person, Promotes a Function to Biography, and Demotes the Author to Fiction",P2,HARVEST_WITH_WARNING,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,DECLARED_BY_AUDIT_UNRESOLVED,UNKNOWN,[],Johannes Sigil,Dr. Orin Trace,v1.0,,NO_MISSING_PRIMARY_MANIFESTATION_OBSERVED,"Catalog title is truncated. Catalog creator is Johannes Sigil and type is Creative work (poetry). Canonical body data/texts/AXN-01BD-text.md identifies Dr. Orin Trace as author and declares Genre: TL;DR (Traversal Log; Documentation Rehearsal), with empirical session conditions and preserved traversal threads.",Use the complete body title; set author to Dr. Orin Trace with any operator/editor roles separately; type as empirical traversal log/documentation rehearsal.,PRIOR_BATCH_ROW,FRONTMATTER_AND_IDENTITY_READ
604,AXN:01BE,TL;DR:010 — Semantic Override Google AI Mode Liquidates a Semantic Integrity Marker and Names the Operation It Performed,TL;DR:010 — Semantic Override: Google AI Mode Liquidates a Semantic Integrity Marker and Names the Operation It Performed,P2,HARVEST_WITH_WARNING,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,DECLARED_BY_AUDIT_UNRESOLVED,UNKNOWN,[],Lee Sharks,Dr. Orin Trace,v1.0,,NO_MISSING_PRIMARY_MANIFESTATION_OBSERVED,"Catalog creator is Lee Sharks and type is Creative work (poetry). Canonical body data/texts/AXN-01BE-text.md names Dr. Orin Trace and presents an abstract, method/event sequence, and interface-governance analysis.","Set Dr. Orin Trace as heteronymic author and preserve Lee Sharks as operator/editor where applicable. Type as empirical traversal log / scholarly interface-governance analysis, not poetry.",PRIOR_BATCH_ROW,FRONTMATTER_AND_IDENTITY_READ
605,AXN:01C0,APOCALYPTIC PHILOSOPHY Deleuze and Guattari and the Return of Vision,APOCALYPTIC PHILOSOPHY — Deleuze and Guattari and the Return of Vision,OK,HARVEST,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,NO_KNOWN_CONFLICT,UNKNOWN,[],,,v1.0,,NO_MISSING_PRIMARY_MANIFESTATION_OBSERVED,"Catalog and canonical body data/texts/AXN-01C0-text.md agree on author Lee Sharks, theoretical-paper form, March 2026 date, and substantive subject.","Retain. If a DOI was later assigned, overlay it in current metadata while preserving the body's historical '[pending]' declaration.",PRIOR_BATCH_ROW,FRONTMATTER_AND_IDENTITY_READ
606,AXN:01C2,Q. D. B. V. DE SIGILLO MYSTICO ad Cant. VIII. 6. COMMENTATIO QVAM ACTI ORATORIO SOLEMNI D. XXIV. APRIL. A. MDCCXXVII,"DE SIGILLO MYSTICO ad Cant. VIII. 6 — COMMENTATIO presented under IO. HENRICVS A SEELEN, Lübeck, MDCCXXVII",P2,HARVEST_WITH_WARNING,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,DECLARED_BY_AUDIT_UNRESOLVED,UNKNOWN,[],Lee Sharks,IO. HENRICVS A SEELEN (presented author),v1.0,,NO_MISSING_PRIMARY_MANIFESTATION_OBSERVED,Catalog assigns creator Lee Sharks and date 2026-03-26. Canonical body data/texts/AXN-01C2-text.md presents IO. HENRICVS A SEELEN as author/speaker and a 1727 Lübeck imprint without a modern editorial note in the body.,Do not replace either layer. Add explicit roles such as modern creator/operator: Lee Sharks; presented-as or attributed author: Johann Heinrich von Seelen; creation/deposit date: 2026; positioned/imprint date: 1727. Type more precisely than 'Short work' (Latin pseudepigraphic commentary / scholarly-creative reconstruction).,PRIOR_BATCH_ROW,FRONTMATTER_AND_IDENTITY_READ
607,AXN:01C4,Capabilities Summary,Capabilities Summary,OK,HARVEST,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,NO_KNOWN_CONFLICT,UNKNOWN,[],,,v1.0,,NO_MISSING_PRIMARY_MANIFESTATION_OBSERVED,"Catalog and canonical body data/texts/AXN-01C4-text.md agree on title, Lee Sharks byline, March 2026 dating, and the work's résumé/capabilities-summary function.",Retain. Type enrichment to 'professional capabilities statement' is optional.,PRIOR_BATCH_ROW,FRONTMATTER_AND_IDENTITY_READ
608,AXN:01C5,OPERATOR KERNEL SPECIFICATION v1.0 System of Recursive Magic: The Mandala,OPERATOR KERNEL SPECIFICATION v1.0 — System of Recursive Magic: The Mandala,P2,HARVEST_WITH_WARNING,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,DECLARED_BY_AUDIT_UNRESOLVED,UNKNOWN,[],Johannes Sigil,"Lee Sharks (MANUS, Tier 0), with Johannes Sigil",v1.0,,NO_MISSING_PRIMARY_MANIFESTATION_OBSERVED,"Catalog creator is Johannes Sigil. Canonical body data/texts/AXN-01C5-text.md declares Author: Lee Sharks (MANUS, Tier 0), With: Johannes Sigil; version, date, and specification form otherwise align.",Set Lee Sharks as author/operator and Johannes Sigil as contributing heteronym or co-creative role rather than flattening the record to Johannes Sigil alone.,PRIOR_BATCH_ROW,FRONTMATTER_AND_IDENTITY_READ
609,AXN:01C6,System of Recursive Magic: The Mandala Complete Eight-Part Series,System of Recursive Magic: The Mandala — Complete Eight-Part Series,P2,HARVEST_WITH_WARNING,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,DECLARED_BY_AUDIT_UNRESOLVED,UNKNOWN,[],Johannes Sigil,Lee Sharks; with Johannes Sigil,v1.0,,NO_MISSING_PRIMARY_MANIFESTATION_OBSERVED,"Catalog creator/date are Johannes Sigil and 2026-03-28. Canonical body data/texts/AXN-01C6-text.md declares Author: Lee Sharks, Date: October 19, 2025, Source: Mind Control Poems blog series; Part I further states Lee Sharks, sole author, with Johannes Sigil, July 2025.",Model Lee Sharks as author and Johannes Sigil as contributing heteronym. Separate original series dates/source publication (2025) from 2026 archive deposit or minting date. Type as collected operational series/framework rather than a single scholarly essay.,PRIOR_BATCH_ROW,FRONTMATTER_AND_IDENTITY_READ
610,AXN:01C8,WHOSE IMAGE AND SUPERSCRIPTION? Toward a Semantic Economics of the Mint,WHOSE IMAGE AND SUPERSCRIPTION? — Toward a Semantic Economics of the Mint,P2,HARVEST_WITH_WARNING,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,DECLARED_BY_AUDIT_UNRESOLVED,DRAFT_PENDING,[],Rex Fraction,"Rex Fraction, Rebekah Cranes & Lee Sharks",v1.0,v1.0,NO_MISSING_PRIMARY_MANIFESTATION_OBSERVED,"Canonical body data/texts/AXN-01C8-text.md declares Version 1.0 DRAFT pending MANUS ratification; authors Rex Fraction, Rebekah Cranes & Lee Sharks; date March–April 2026; license CC BY-SA 4.0. Catalog exposes creator Rex Fraction, date 2026-03-29, license CC-BY-4.0, with no draft standing.",Preserve draft standing; model all authors and MANUS role; split date roles; reconcile license to the body-declared CC BY-SA 4.0 or document an authorized later license change with provenance.,PRIOR_BATCH_ROW,FRONTMATTER_AND_IDENTITY_READ
