deposit_number,axn,registry_title,observed_body_subject,work_locus,identity_status,restoration_status,conflict_status,lifecycle_status,lifecycle_note,standing_basis,relations,severity,defect_codes,evidence,recommendation,projection_status,registration_disposition,registration_disposition_reason,repair_priority,bibliographic_type_status,registry_content_type,recommended_content_type,creator_role_status,registry_creator,observed_byline,title_status,version_identity_status,registry_version,observed_body_version,manifestation_status,date_status,body_declaration_status,review_status,canonical_match_basis,audit_snapshot_commit,audit_date,oai_recommendation,license_status,batch_action,audit_history,migration_provenance,lifecycle_state,lifecycle_basis,lifecycle_confidence
1038,AXN:041A.GENERATIVE.🌹💎🪄🤝🌹☿,The Sign Under the Archive: AXN Read as a Poem (EA-SIGIL-AXN-01 v1.0),The Sign Under the Archive; page/title say v1.0 while attached filename and internal header retain v0.1,INLINE_TEXT,AMBIGUOUS_VERSION,COMPLETE_AS_DEPOSITED,AMBIGUOUS_WORK_VERSION,ACTIVE,,"[""frozen registry metadata"",""canonical body front matter"",""substantive opening""]",{},P2,"[""VERSION_IDENTITY""]",Frozen registry/page compared with data/texts/AXN-041A-text.md; body blob SHA 2d5cc7d8a86f015682aeeccdb4d5a0ac94c589a4. Front matter and substantive opening read.,"Preserve the body; normalize work version, restoration correction, title, lifecycle, relations, and manifestation declarations as separate fields.",PAGE_BODY_PARITY_READ_OAI_PENDING,HARVEST_WITH_WARNING,"Harvest only with explicit machine-readable incompleteness, supersession, or conflict state.",R2,REVIEW_REQUIRED,,,NO_MATERIAL_CONFLICT_OBSERVED,"Johannes Sigil (heteronym, Crimson Hexagonal Archive / Alexanarch; U5-declared)",,VARIANT,CONFLICT,v1.0,v0.1 / v1.0 mixed,NO_MISSING_PRIMARY_MANIFESTATION_OBSERVED,NO_MATERIAL_DATE_CONFLICT_OBSERVED,CURRENT_OR_NOT_APPLICABLE,FRONTMATTER_AND_IDENTITY_READ,Frozen registry/page metadata compared directly with the canonical body at the frozen commit.,055429ac82edc967f09c4640ffd0b049cff78e6e,2026-07-31,"Project registration disposition, exact work version, restoration layer, lifecycle, typed relations, role-qualified creators, manifestations, and compact audit capsule.",NO_CONFLICT_OBSERVED,ADD_NEW,[],"{""method_version"":""0.2"",""registration_field"":""registration_disposition"",""lifecycle_model"":""controlled_status_plus_note_basis_relations""}",,,
1039,AXN:041B.GENERATIVE.📦🍂▶️♈🤲⏪,Diagnostic Seigniorage III — The Moderation Mint: The Career of 'Verifiable Research Basis' as Test Case in Forensic Semiotics of the Commons (EA-SEI-MOD-01 v0.4 draft),EA-SEI-MOD-01 v0.4 draft; complete draft text seated,INLINE_TEXT,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,NO_MATERIAL_CONFLICT_OBSERVED,DRAFT_PENDING,,"[""frozen registry metadata"",""record-page structured data"",""canonical body front matter"",""substantive opening""]",{},OK,[],Frozen record page s/records/1039/index.html and its work-bearing body were read at commit 055429ac82edc967f09c4640ffd0b049cff78e6e; registry identity was compared with front matter and substantive opening.,Project the object as DRAFT_PENDING while retaining the complete draft text and v0.4 designation.,PAGE_BODY_PARITY_READ_OAI_PENDING,HARVEST_WITH_WARNING,"Harvest with the stated draft, supersession, manifestation, role, date, or projection warning.",R3,NO_MATERIAL_CONFLICT_OBSERVED,,,NO_MATERIAL_CONFLICT_OBSERVED,Lee Sharks,Lee Sharks,MATCH,NO_MATERIAL_CONFLICT_OBSERVED,v0.4 draft,v0.4 draft,NO_MISSING_PRIMARY_MANIFESTATION_OBSERVED,NO_MATERIAL_DATE_CONFLICT_OBSERVED,CURRENT_OR_NOT_APPLICABLE,FRONTMATTER_AND_IDENTITY_READ,Frozen registry/page metadata compared directly with the work-bearing body at the frozen commit.,055429ac82edc967f09c4640ffd0b049cff78e6e,2026-07-31,"Project registration disposition, exact work version, lifecycle, typed relations, role-qualified creators, manifestations, date roles, and compact audit capsule.",NO_CONFLICT_OBSERVED,ADD_NEW,[],"{""method_version"":""0.2"",""registration_field"":""registration_disposition"",""lifecycle_model"":""controlled_status_plus_note_basis_relations""}",,,
1040,AXN:041C.OPERATIVE.🚪👐💡☉👇🕓,EA-MMRS-VRB-01 — The Verifiable Research Basis: A Method Standard for Unaffiliated Scholarship (v0.4),EA-MMRS-VRB-01 v0.4 method standard; complete text seated,INLINE_TEXT,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,NO_MATERIAL_CONFLICT_OBSERVED,ACTIVE,,"[""frozen registry metadata"",""record-page structured data"",""canonical body front matter"",""substantive opening""]",{},OK,[],Frozen record page s/records/1040/index.html and its work-bearing body were read at commit 055429ac82edc967f09c4640ffd0b049cff78e6e; registry identity was compared with front matter and substantive opening.,No record-level integrity repair required; retain exact version and role-qualified metadata in merged projections.,PAGE_BODY_PARITY_READ_OAI_PENDING,HARVEST,Identity and standing are sufficiently coherent for registration.,R3,NO_MATERIAL_CONFLICT_OBSERVED,,,NO_MATERIAL_CONFLICT_OBSERVED,Lee Sharks,Lee Sharks,MATCH,NO_MATERIAL_CONFLICT_OBSERVED,v0.4,v0.4,NO_MISSING_PRIMARY_MANIFESTATION_OBSERVED,NO_MATERIAL_DATE_CONFLICT_OBSERVED,CURRENT_OR_NOT_APPLICABLE,FRONTMATTER_AND_IDENTITY_READ,Frozen registry/page metadata compared directly with the work-bearing body at the frozen commit.,055429ac82edc967f09c4640ffd0b049cff78e6e,2026-07-31,"Project registration disposition, exact work version, lifecycle, typed relations, role-qualified creators, manifestations, date roles, and compact audit capsule.",NO_CONFLICT_OBSERVED,ADD_NEW,[],"{""method_version"":""0.2"",""registration_field"":""registration_disposition"",""lifecycle_model"":""controlled_status_plus_note_basis_relations""}",,,
1041,AXN:041D.GENERATIVE.🌪️🧡🟣🌻🤝♌,"TO THE DELETED: A Letter to a Class of Writers (v2, publication text)",TO THE DELETED v2 publication text,INLINE_TEXT,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,NO_MATERIAL_CONFLICT_OBSERVED,ACTIVE,,"[""frozen registry metadata"",""record-page structured data"",""canonical body front matter"",""substantive opening""]",{},OK,[],Frozen record page s/records/1041/index.html and its work-bearing body were read at commit 055429ac82edc967f09c4640ffd0b049cff78e6e; registry identity was compared with front matter and substantive opening.,No record-level integrity repair required; retain exact version and role-qualified metadata in merged projections.,PAGE_BODY_PARITY_READ_OAI_PENDING,HARVEST,Identity and standing are sufficiently coherent for registration.,R3,NO_MATERIAL_CONFLICT_OBSERVED,,,NO_MATERIAL_CONFLICT_OBSERVED,Lee Sharks,Lee Sharks,MATCH,NO_MATERIAL_CONFLICT_OBSERVED,v2,v2,NO_MISSING_PRIMARY_MANIFESTATION_OBSERVED,NO_MATERIAL_DATE_CONFLICT_OBSERVED,CURRENT_OR_NOT_APPLICABLE,FRONTMATTER_AND_IDENTITY_READ,Frozen registry/page metadata compared directly with the work-bearing body at the frozen commit.,055429ac82edc967f09c4640ffd0b049cff78e6e,2026-07-31,"Project registration disposition, exact work version, lifecycle, typed relations, role-qualified creators, manifestations, date roles, and compact audit capsule.",NO_CONFLICT_OBSERVED,ADD_NEW,[],"{""method_version"":""0.2"",""registration_field"":""registration_disposition"",""lifecycle_model"":""controlled_status_plus_note_basis_relations""}",,,
1042,AXN:041E.EMPIRICAL.🌪️🔆🀄📖🧡🌹,"Reconstructed Timeline of the Capture Registry's Final Week (v1) — DataCite-Anchored, Three Source Classes",Reconstructed Timeline of the Capture Registry's Final Week v1,INLINE_TEXT,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,NO_MATERIAL_CONFLICT_OBSERVED,ACTIVE,,"[""frozen registry metadata"",""record-page structured data"",""canonical body front matter"",""substantive opening""]",{},OK,[],Frozen record page s/records/1042/index.html and its work-bearing body were read at commit 055429ac82edc967f09c4640ffd0b049cff78e6e; registry identity was compared with front matter and substantive opening.,No record-level integrity repair required; retain exact version and role-qualified metadata in merged projections.,PAGE_BODY_PARITY_READ_OAI_PENDING,HARVEST,Identity and standing are sufficiently coherent for registration.,R3,NO_MATERIAL_CONFLICT_OBSERVED,,,NO_MATERIAL_CONFLICT_OBSERVED,Lee Sharks,Lee Sharks,MATCH,NO_MATERIAL_CONFLICT_OBSERVED,v1,v1,NO_MISSING_PRIMARY_MANIFESTATION_OBSERVED,NO_MATERIAL_DATE_CONFLICT_OBSERVED,CURRENT_OR_NOT_APPLICABLE,FRONTMATTER_AND_IDENTITY_READ,Frozen registry/page metadata compared directly with the work-bearing body at the frozen commit.,055429ac82edc967f09c4640ffd0b049cff78e6e,2026-07-31,"Project registration disposition, exact work version, lifecycle, typed relations, role-qualified creators, manifestations, date roles, and compact audit capsule.",NO_CONFLICT_OBSERVED,ADD_NEW,[],"{""method_version"":""0.2"",""registration_field"":""registration_disposition"",""lifecycle_model"":""controlled_status_plus_note_basis_relations""}",,,
1043,AXN:041F.EMPIRICAL.⚡🌗🎪🕌⌛👈,Cohort Baseline for the Pre-Removal Download Figures (v2) — the Registry Against Its Publication-Week Cohort,Cohort Baseline v2; erratum-corrected complete text,INLINE_TEXT,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,NO_MATERIAL_CONFLICT_OBSERVED,ACTIVE,,"[""frozen registry metadata"",""record-page structured data"",""canonical body front matter"",""substantive opening""]","{""predecessor"":[""prior v1 cohort-baseline record""]}",OK,[],Frozen record page s/records/1043/index.html and its work-bearing body were read at commit 055429ac82edc967f09c4640ffd0b049cff78e6e; registry identity was compared with front matter and substantive opening.,No record-level integrity repair required; retain exact version and role-qualified metadata in merged projections.,PAGE_BODY_PARITY_READ_OAI_PENDING,HARVEST,Identity and standing are sufficiently coherent for registration.,R3,NO_MATERIAL_CONFLICT_OBSERVED,,,NO_MATERIAL_CONFLICT_OBSERVED,Lee Sharks,Lee Sharks,MATCH,NO_MATERIAL_CONFLICT_OBSERVED,v2,v2,NO_MISSING_PRIMARY_MANIFESTATION_OBSERVED,NO_MATERIAL_DATE_CONFLICT_OBSERVED,CURRENT_OR_NOT_APPLICABLE,FRONTMATTER_AND_IDENTITY_READ,Frozen registry/page metadata compared directly with the work-bearing body at the frozen commit.,055429ac82edc967f09c4640ffd0b049cff78e6e,2026-07-31,"Project registration disposition, exact work version, lifecycle, typed relations, role-qualified creators, manifestations, date roles, and compact audit capsule.",NO_CONFLICT_OBSERVED,ADD_NEW,[],"{""method_version"":""0.2"",""registration_field"":""registration_disposition"",""lifecycle_model"":""controlled_status_plus_note_basis_relations""}",,,
1044,AXN:0420.GOVERNANCE.🌾🏗️✋🧲🌑⌛,"EA-DATAHUB-01 v1.0 — A Restoration Protocol and Enriched Data Hub for Scholarly Records: The Alexanarch Severance Registry, Resolver, and Enrichment Discipline",EA-DATAHUB-01 v1.0 protocol and data-hub specification,INLINE_TEXT,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,NO_MATERIAL_CONFLICT_OBSERVED,ACTIVE,,"[""frozen registry metadata"",""record-page structured data"",""canonical body front matter"",""substantive opening""]","{""predecessor"":[""EA-DATAHUB-01 v0.1 pre-mint plan""]}",OK,[],Frozen record page s/records/1044/index.html and its work-bearing body were read at commit 055429ac82edc967f09c4640ffd0b049cff78e6e; registry identity was compared with front matter and substantive opening.,No record-level integrity repair required; retain exact version and role-qualified metadata in merged projections.,PAGE_BODY_PARITY_READ_OAI_PENDING,HARVEST,Identity and standing are sufficiently coherent for registration.,R3,NO_MATERIAL_CONFLICT_OBSERVED,,,NO_MATERIAL_CONFLICT_OBSERVED,Lee Sharks,Lee Sharks,MATCH,NO_MATERIAL_CONFLICT_OBSERVED,v1.0,v1.0,NO_MISSING_PRIMARY_MANIFESTATION_OBSERVED,NO_MATERIAL_DATE_CONFLICT_OBSERVED,CURRENT_OR_NOT_APPLICABLE,FRONTMATTER_AND_IDENTITY_READ,Frozen registry/page metadata compared directly with the work-bearing body at the frozen commit.,055429ac82edc967f09c4640ffd0b049cff78e6e,2026-07-31,"Project registration disposition, exact work version, lifecycle, typed relations, role-qualified creators, manifestations, date roles, and compact audit capsule.",NO_CONFLICT_OBSERVED,ADD_NEW,[],"{""method_version"":""0.2"",""registration_field"":""registration_disposition"",""lifecycle_model"":""controlled_status_plus_note_basis_relations""}",,,
1045,AXN:0421.EMPIRICAL.🎭📐🐝🎪🏷️🎇,"EA-EROSION-01 v1.0 — The Platform Erosion Observatory: The Zenodo Removal Census as First Instrument, and the Plan for a Broader Cross-Platform Tracker",EA-EROSION-01 v1.0 instrument,INLINE_TEXT,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,NO_MATERIAL_CONFLICT_OBSERVED,ACTIVE,,"[""frozen registry metadata"",""record-page structured data"",""canonical body front matter"",""substantive opening""]",{},OK,[],Frozen record page s/records/1045/index.html and its work-bearing body were read at commit 055429ac82edc967f09c4640ffd0b049cff78e6e; registry identity was compared with front matter and substantive opening.,No record-level integrity repair required; retain exact version and role-qualified metadata in merged projections.,PAGE_BODY_PARITY_READ_OAI_PENDING,HARVEST,Identity and standing are sufficiently coherent for registration.,R3,NO_MATERIAL_CONFLICT_OBSERVED,,,NO_MATERIAL_CONFLICT_OBSERVED,Lee Sharks,Lee Sharks,MATCH,NO_MATERIAL_CONFLICT_OBSERVED,v1.0,v1.0,NO_MISSING_PRIMARY_MANIFESTATION_OBSERVED,NO_MATERIAL_DATE_CONFLICT_OBSERVED,CURRENT_OR_NOT_APPLICABLE,FRONTMATTER_AND_IDENTITY_READ,Frozen registry/page metadata compared directly with the work-bearing body at the frozen commit.,055429ac82edc967f09c4640ffd0b049cff78e6e,2026-07-31,"Project registration disposition, exact work version, lifecycle, typed relations, role-qualified creators, manifestations, date roles, and compact audit capsule.",NO_CONFLICT_OBSERVED,ADD_NEW,[],"{""method_version"":""0.2"",""registration_field"":""registration_disposition"",""lifecycle_model"":""controlled_status_plus_note_basis_relations""}",,,
1046,AXN:0422.ARCHIVAL.🏁🗺️❤️🔎🌙📖,"GW.TACHYON UPDATE — 2026-07-06: The Feist Line, the Iliad Experiment, the Tachyonica Cast, and the Erasure Observatory",GW.TACHYON continuity update dated 2026-07-06,INLINE_TEXT,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,NO_MATERIAL_CONFLICT_OBSERVED,ACTIVE,,"[""frozen registry metadata"",""record-page structured data"",""canonical body front matter"",""substantive opening""]",{},OK,[],Frozen record page s/records/1046/index.html and its work-bearing body were read at commit 055429ac82edc967f09c4640ffd0b049cff78e6e; registry identity was compared with front matter and substantive opening.,No record-level integrity repair required; retain exact version and role-qualified metadata in merged projections.,PAGE_BODY_PARITY_READ_OAI_PENDING,HARVEST,Identity and standing are sufficiently coherent for registration.,R3,NO_MATERIAL_CONFLICT_OBSERVED,,,NO_MATERIAL_CONFLICT_OBSERVED,Lee Sharks,Lee Sharks,MATCH,NO_MATERIAL_CONFLICT_OBSERVED,,,NO_MISSING_PRIMARY_MANIFESTATION_OBSERVED,NO_MATERIAL_DATE_CONFLICT_OBSERVED,CURRENT_OR_NOT_APPLICABLE,FRONTMATTER_AND_IDENTITY_READ,Frozen registry/page metadata compared directly with the work-bearing body at the frozen commit.,055429ac82edc967f09c4640ffd0b049cff78e6e,2026-07-31,"Project registration disposition, exact work version, lifecycle, typed relations, role-qualified creators, manifestations, date roles, and compact audit capsule.",NO_CONFLICT_OBSERVED,ADD_NEW,[],"{""method_version"":""0.2"",""registration_field"":""registration_disposition"",""lifecycle_model"":""controlled_status_plus_note_basis_relations""}",,,
1047,AXN:0423.GOVERNANCE.📎🌪️🟡🧬🧲💥,EA-CORRESPONDENCE-CERN-04 v0.1: RQF3807508 — The Natural-Person / Civil-Identity Conversion Exchange (July 2026),EA-CORRESPONDENCE-CERN-04 v0.1 correspondence record,INLINE_TEXT,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,NO_MATERIAL_CONFLICT_OBSERVED,ACTIVE,,"[""frozen registry metadata"",""record-page structured data"",""canonical body front matter"",""substantive opening""]",{},OK,[],Frozen record page s/records/1047/index.html and its work-bearing body were read at commit 055429ac82edc967f09c4640ffd0b049cff78e6e; registry identity was compared with front matter and substantive opening.,No record-level integrity repair required; retain exact version and role-qualified metadata in merged projections.,PAGE_BODY_PARITY_READ_OAI_PENDING,HARVEST,Identity and standing are sufficiently coherent for registration.,R3,NO_MATERIAL_CONFLICT_OBSERVED,,,NO_MATERIAL_CONFLICT_OBSERVED,Lee Sharks,Lee Sharks,MATCH,NO_MATERIAL_CONFLICT_OBSERVED,v0.1,v0.1,NO_MISSING_PRIMARY_MANIFESTATION_OBSERVED,NO_MATERIAL_DATE_CONFLICT_OBSERVED,CURRENT_OR_NOT_APPLICABLE,FRONTMATTER_AND_IDENTITY_READ,Frozen registry/page metadata compared directly with the work-bearing body at the frozen commit.,055429ac82edc967f09c4640ffd0b049cff78e6e,2026-07-31,"Project registration disposition, exact work version, lifecycle, typed relations, role-qualified creators, manifestations, date roles, and compact audit capsule.",NO_CONFLICT_OBSERVED,ADD_NEW,[],"{""method_version"":""0.2"",""registration_field"":""registration_disposition"",""lifecycle_model"":""controlled_status_plus_note_basis_relations""}",,,
1048,AXN:0424.GOVERNANCE.🚪🌳🌲▶️🔚🪧,EA-ERRATUM-SAPPHO31-STANZA-02 v0.1 Erratum to the Erratum: On the Fourth/Fifth Stanza Numbering in the Sappho 31 Reconstruction — A Methodologically Complete Formulation,EA-ERRATUM-SAPPHO31-STANZA-02 v0.1,INLINE_TEXT,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,NO_MATERIAL_CONFLICT_OBSERVED,ACTIVE,,"[""frozen registry metadata"",""record-page structured data"",""canonical body front matter"",""substantive opening""]","{""predecessor"":[""deposit #201 / AXN:0346""],""other"":[""methodological clarification; prior citation correction remains in force""]}",OK,[],Frozen record page s/records/1048/index.html and its work-bearing body were read at commit 055429ac82edc967f09c4640ffd0b049cff78e6e; registry identity was compared with front matter and substantive opening.,No record-level integrity repair required; retain exact version and role-qualified metadata in merged projections.,PAGE_BODY_PARITY_READ_OAI_PENDING,HARVEST,Identity and standing are sufficiently coherent for registration.,R3,NO_MATERIAL_CONFLICT_OBSERVED,,,NO_MATERIAL_CONFLICT_OBSERVED,Lee Sharks,Lee Sharks,MATCH,NO_MATERIAL_CONFLICT_OBSERVED,v0.1,v0.1,NO_MISSING_PRIMARY_MANIFESTATION_OBSERVED,NO_MATERIAL_DATE_CONFLICT_OBSERVED,CURRENT_OR_NOT_APPLICABLE,FRONTMATTER_AND_IDENTITY_READ,Frozen registry/page metadata compared directly with the work-bearing body at the frozen commit.,055429ac82edc967f09c4640ffd0b049cff78e6e,2026-07-31,"Project registration disposition, exact work version, lifecycle, typed relations, role-qualified creators, manifestations, date roles, and compact audit capsule.",NO_CONFLICT_OBSERVED,ADD_NEW,[],"{""method_version"":""0.2"",""registration_field"":""registration_disposition"",""lifecycle_model"":""controlled_status_plus_note_basis_relations""}",,,
1049,AXN:0425.GOVERNANCE.⊕❤️□□♆🌘,Erratum to the Erratum to the Erratum: On the Structure of the Catullan Transform in the Sappho 31 Reconstruction — Correction of the Compression/Inversion Mischaracterization,"EA-ERRATUM-SAPPHO31-STANZA-03 v0.1; same erratum, with designator/version present only in body",INLINE_TEXT,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,TITLE_DESIGNATOR_VERSION_OMISSION,ACTIVE,,"[""frozen registry metadata"",""record-page structured data"",""canonical body front matter"",""substantive opening""]","{""predecessor"":[""deposit #1048 / AXN:0424""],""replaces"":[""transform-structure characterization in #1048 §3""]}",P2,"[""TITLE_DESIGNATOR_VERSION_OMISSION""]",Frozen record page s/records/1049/index.html and its work-bearing body were read at commit 055429ac82edc967f09c4640ffd0b049cff78e6e; registry identity was compared with front matter and substantive opening.,Expose the body’s EA-ERRATUM-SAPPHO31-STANZA-03 designator and v0.1 version in the canonical title or an explicit alternate-title/version field.,PAGE_BODY_PARITY_READ_OAI_PENDING,HARVEST_WITH_WARNING,"Harvest with the stated draft, supersession, manifestation, role, date, or projection warning.",R2,REVIEW_REQUIRED,,,NO_MATERIAL_CONFLICT_OBSERVED,Lee Sharks,Lee Sharks,VARIANT,BODY_DESIGNATOR_VERSION_NOT_IN_TITLE,v0.1,v0.1,NO_MISSING_PRIMARY_MANIFESTATION_OBSERVED,NO_MATERIAL_DATE_CONFLICT_OBSERVED,CURRENT_OR_NOT_APPLICABLE,FRONTMATTER_AND_IDENTITY_READ,Frozen registry/page metadata compared directly with the work-bearing body at the frozen commit.,055429ac82edc967f09c4640ffd0b049cff78e6e,2026-07-31,"Project registration disposition, exact work version, lifecycle, typed relations, role-qualified creators, manifestations, date roles, and compact audit capsule.",NO_CONFLICT_OBSERVED,ADD_NEW,[],"{""method_version"":""0.2"",""registration_field"":""registration_disposition"",""lifecycle_model"":""controlled_status_plus_note_basis_relations""}",,,
1050,AXN:0426.STRUCTURAL.👋👁️🟢🌉🌙🌉,The Eight Operators on Ezekiel's Wheels: A Structural Mapping of the Mandala's Tier C Rotation Set to the Canonical and Shadow Wheels of the Ezekiel Engine,Eight Operators / Ezekiel Wheels structural mapping v1.0,INLINE_TEXT,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,NO_MATERIAL_CONFLICT_OBSERVED,ACTIVE,,"[""frozen registry metadata"",""record-page structured data"",""canonical body front matter"",""substantive opening""]",{},OK,[],Frozen record page s/records/1050/index.html and its work-bearing body were read at commit 055429ac82edc967f09c4640ffd0b049cff78e6e; registry identity was compared with front matter and substantive opening.,No record-level integrity repair required; retain exact version and role-qualified metadata in merged projections.,PAGE_BODY_PARITY_READ_OAI_PENDING,HARVEST,Identity and standing are sufficiently coherent for registration.,R3,NO_MATERIAL_CONFLICT_OBSERVED,,,NO_MATERIAL_CONFLICT_OBSERVED,Lee Sharks,Lee Sharks,MATCH,NO_MATERIAL_CONFLICT_OBSERVED,v1.0,v1.0,NO_MISSING_PRIMARY_MANIFESTATION_OBSERVED,NO_MATERIAL_DATE_CONFLICT_OBSERVED,CURRENT_OR_NOT_APPLICABLE,FRONTMATTER_AND_IDENTITY_READ,Frozen registry/page metadata compared directly with the work-bearing body at the frozen commit.,055429ac82edc967f09c4640ffd0b049cff78e6e,2026-07-31,"Project registration disposition, exact work version, lifecycle, typed relations, role-qualified creators, manifestations, date roles, and compact audit capsule.",NO_CONFLICT_OBSERVED,ADD_NEW,[],"{""method_version"":""0.2"",""registration_field"":""registration_disposition"",""lifecycle_model"":""controlled_status_plus_note_basis_relations""}",,,
1051,AXN:0427.UNCLASSIFIED.🎯🎨🧬🔜🟠⌛,Erratum to the Erratum to the Erratum to the Erratum: On the Speculative Ground of the Reconstruction — Toward a Structural Rather than Documentary Warrant,Fourth-order Sappho 31 reconstruction erratum,INLINE_TEXT,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,NO_MATERIAL_CONFLICT_OBSERVED,ACTIVE,,"[""frozen registry metadata"",""record-page structured data"",""canonical body front matter"",""substantive opening""]",{},OK,[],Frozen record page s/records/1051/index.html and its work-bearing body were read at commit 055429ac82edc967f09c4640ffd0b049cff78e6e; registry identity was compared with front matter and substantive opening.,No record-level integrity repair required; retain exact version and role-qualified metadata in merged projections.,PAGE_BODY_PARITY_READ_OAI_PENDING,HARVEST,Identity and standing are sufficiently coherent for registration.,R3,NO_MATERIAL_CONFLICT_OBSERVED,,,NO_MATERIAL_CONFLICT_OBSERVED,Lee Sharks,Lee Sharks,MATCH,NO_MATERIAL_CONFLICT_OBSERVED,,,NO_MISSING_PRIMARY_MANIFESTATION_OBSERVED,NO_MATERIAL_DATE_CONFLICT_OBSERVED,CURRENT_OR_NOT_APPLICABLE,FRONTMATTER_AND_IDENTITY_READ,Frozen registry/page metadata compared directly with the work-bearing body at the frozen commit.,055429ac82edc967f09c4640ffd0b049cff78e6e,2026-07-31,"Project registration disposition, exact work version, lifecycle, typed relations, role-qualified creators, manifestations, date roles, and compact audit capsule.",NO_CONFLICT_OBSERVED,ADD_NEW,[],"{""method_version"":""0.2"",""registration_field"":""registration_disposition"",""lifecycle_model"":""controlled_status_plus_note_basis_relations""}",,,
1052,AXN:0428.UNCLASSIFIED.💙📝🟤👋♦️▶️,"On the Hanging Line as Transmission Instrument: eeeee — the fifth erratum, whose argument is not a correction",EA-ERRATUM-SAPPHO31-EEEEE v1.0 — draft,INLINE_TEXT,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,LIFECYCLE_STATUS,DRAFT_PENDING,,"[""frozen registry metadata"",""record-page structured data"",""canonical body front matter"",""substantive opening""]","{""predecessor"":[""deposit #1051 / AXN:0427""],""other"":[""explicitly does not supersede STANZA-04""]}",P2,"[""LIFECYCLE_STATUS""]",Frozen record page s/records/1052/index.html and its work-bearing body were read at commit 055429ac82edc967f09c4640ffd0b049cff78e6e; registry identity was compared with front matter and substantive opening. Canonical body data/texts/AXN-0428-text.md declares “EA-ERRATUM-SAPPHO31-EEEEE v1.0 — draft”.,Resolve the structured ACTIVE/self-serve state against the body declaration “v1.0 — draft”; project DRAFT_PENDING unless authorially finalized.,PAGE_BODY_PARITY_READ_OAI_PENDING,HARVEST_WITH_WARNING,"Harvest with the stated draft, supersession, manifestation, role, date, or projection warning.",R2,REVIEW_REQUIRED,,,NO_MATERIAL_CONFLICT_OBSERVED,Lee Sharks,Lee Sharks,MATCH,CONFLICT,v1.0 / draft,v1.0 / draft,NO_MISSING_PRIMARY_MANIFESTATION_OBSERVED,NO_MATERIAL_DATE_CONFLICT_OBSERVED,DRAFT_DECLARATION_CONFLICTS_WITH_STRUCTURED_ACTIVE_STATE,FRONTMATTER_AND_IDENTITY_READ,Frozen registry/page metadata compared directly with the work-bearing body at the frozen commit.,055429ac82edc967f09c4640ffd0b049cff78e6e,2026-07-31,"Project registration disposition, exact work version, lifecycle, typed relations, role-qualified creators, manifestations, date roles, and compact audit capsule.",NO_CONFLICT_OBSERVED,ADD_NEW,[],"{""method_version"":""0.2"",""registration_field"":""registration_disposition"",""lifecycle_model"":""controlled_status_plus_note_basis_relations""}",,,
